public interface org.bouncycastle.internal.asn1.bsi.BSIObjectIdentifiers {
  public static final org.bouncycastle.asn1.ASN1ObjectIdentifier bsi_de;

  public static final org.bouncycastle.asn1.ASN1ObjectIdentifier id_ecc;

  public static final org.bouncycastle.asn1.ASN1ObjectIdentifier ecdsa_plain_signatures;

  public static final org.bouncycastle.asn1.ASN1ObjectIdentifier ecdsa_plain_SHA1;

  public static final org.bouncycastle.asn1.ASN1ObjectIdentifier ecdsa_plain_SHA224;

  public static final org.bouncycastle.asn1.ASN1ObjectIdentifier ecdsa_plain_SHA256;

  public static final org.bouncycastle.asn1.ASN1ObjectIdentifier ecdsa_plain_SHA384;

  public static final org.bouncycastle.asn1.ASN1ObjectIdentifier ecdsa_plain_SHA512;

  public static final org.bouncycastle.asn1.ASN1ObjectIdentifier ecdsa_plain_RIPEMD160;

  public static final org.bouncycastle.asn1.ASN1ObjectIdentifier ecdsa_plain_SHA3_224;

  public static final org.bouncycastle.asn1.ASN1ObjectIdentifier ecdsa_plain_SHA3_256;

  public static final org.bouncycastle.asn1.ASN1ObjectIdentifier ecdsa_plain_SHA3_384;

  public static final org.bouncycastle.asn1.ASN1ObjectIdentifier ecdsa_plain_SHA3_512;

  public static final org.bouncycastle.asn1.ASN1ObjectIdentifier algorithm;

  public static final org.bouncycastle.asn1.ASN1ObjectIdentifier ecka_eg;

  public static final org.bouncycastle.asn1.ASN1ObjectIdentifier ecka_eg_X963kdf;

  public static final org.bouncycastle.asn1.ASN1ObjectIdentifier ecka_eg_X963kdf_SHA1;

  public static final org.bouncycastle.asn1.ASN1ObjectIdentifier ecka_eg_X963kdf_SHA224;

  public static final org.bouncycastle.asn1.ASN1ObjectIdentifier ecka_eg_X963kdf_SHA256;

  public static final org.bouncycastle.asn1.ASN1ObjectIdentifier ecka_eg_X963kdf_SHA384;

  public static final org.bouncycastle.asn1.ASN1ObjectIdentifier ecka_eg_X963kdf_SHA512;

  public static final org.bouncycastle.asn1.ASN1ObjectIdentifier ecka_eg_X963kdf_RIPEMD160;

  public static final org.bouncycastle.asn1.ASN1ObjectIdentifier ecka_eg_SessionKDF;

  public static final org.bouncycastle.asn1.ASN1ObjectIdentifier ecka_eg_SessionKDF_3DES;

  public static final org.bouncycastle.asn1.ASN1ObjectIdentifier ecka_eg_SessionKDF_AES128;

  public static final org.bouncycastle.asn1.ASN1ObjectIdentifier ecka_eg_SessionKDF_AES192;

  public static final org.bouncycastle.asn1.ASN1ObjectIdentifier ecka_eg_SessionKDF_AES256;

  static {};
    Code:
       0: new           #64                 // class org/bouncycastle/asn1/ASN1ObjectIdentifier
      72: invokevirtual #126                // Method org/bouncycastle/asn1/ASN1ObjectIdentifier.branch:(Ljava/lang/String;)Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;
      75: putstatic     #104                // Field ecdsa_plain_SHA384:Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;
      78: getstatic     #110                // Field ecdsa_plain_signatures:Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;
      81: ldc           #10                 // String 5
      83: invokevirtual #126                // Method org/bouncycastle/asn1/ASN1ObjectIdentifier.branch:(Ljava/lang/String;)Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;
      86: putstatic     #109                // Field ecdsa_plain_SHA512:Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;
      89: getstatic     #110                // Field ecdsa_plain_signatures:Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;
      92: ldc           #12                 // String 6
      94: invokevirtual #126                // Method org/bouncycastle/asn1/ASN1ObjectIdentifier.branch:(Ljava/lang/String;)Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;
      97: putstatic     #100                // Field ecdsa_plain_RIPEMD160:Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;
     100: getstatic     #110                // Field ecdsa_plain_signatures:Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;
     103: ldc           #13                 // String 8
     105: invokevirtual #126                // Method org/bouncycastle/asn1/ASN1ObjectIdentifier.branch:(Ljava/lang/String;)Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;
     108: putstatic     #105                // Field ecdsa_plain_SHA3_224:Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;
     111: getstatic     #110                // Field ecdsa_plain_signatures:Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;
     114: ldc           #14                 // String 9
     116: invokevirtual #126                // Method org/bouncycastle/asn1/ASN1ObjectIdentifier.branch:(Ljava/lang/String;)Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;
     119: putstatic     #106                // Field ecdsa_plain_SHA3_256:Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;
     122: getstatic     #110                // Field ecdsa_plain_signatures:Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;
     125: ldc           #4                  // String 10
     127: invokevirtual #126                // Method org/bouncycastle/asn1/ASN1ObjectIdentifier.branch:(Ljava/lang/String;)Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;
     130: putstatic     #107                // Field ecdsa_plain_SHA3_384:Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;
     133: getstatic     #110                // Field ecdsa_plain_signatures:Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;
     136: ldc           #5                  // String 11
     138: invokevirtual #126                // Method org/bouncycastle/asn1/ASN1ObjectIdentifier.branch:(Ljava/lang/String;)Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;
     141: putstatic     #108                // Field ecdsa_plain_SHA3_512:Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;
     144: getstatic     #99                 // Field bsi_de:Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;
     147: ldc           #2                  // String 1
     149: invokevirtual #126                // Method org/bouncycastle/asn1/ASN1ObjectIdentifier.branch:(Ljava/lang/String;)Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;
     152: putstatic     #98                 // Field algorithm:Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;
     155: getstatic     #124                // Field id_ecc:Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;
     158: ldc           #11                 // String 5.1
     160: invokevirtual #126                // Method org/bouncycastle/asn1/ASN1ObjectIdentifier.branch:(Ljava/lang/String;)Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;
     163: putstatic     #111                // Field ecka_eg:Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;
     166: getstatic     #111                // Field ecka_eg:Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;
     169: ldc           #2                  // String 1
     171: invokevirtual #126                // Method org/bouncycastle/asn1/ASN1ObjectIdentifier.branch:(Ljava/lang/String;)Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;
     174: putstatic     #117                // Field ecka_eg_X963kdf:Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;
     177: getstatic     #117                // Field ecka_eg_X963kdf:Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;
     180: ldc           #2                  // String 1
     182: invokevirtual #126                // Method org/bouncycastle/asn1/ASN1ObjectIdentifier.branch:(Ljava/lang/String;)Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;
     185: putstatic     #119                // Field ecka_eg_X963kdf_SHA1:Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;
     188: getstatic     #117                // Field ecka_eg_X963kdf:Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;
     191: ldc           #6                  // String 2
     193: invokevirtual #126                // Method org/bouncycastle/asn1/ASN1ObjectIdentifier.branch:(Ljava/lang/String;)Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;
     196: putstatic     #120                // Field ecka_eg_X963kdf_SHA224:Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;
     199: getstatic     #117                // Field ecka_eg_X963kdf:Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;
     202: ldc           #7                  // String 3
     204: invokevirtual #126                // Method org/bouncycastle/asn1/ASN1ObjectIdentifier.branch:(Ljava/lang/String;)Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;
     207: putstatic     #121                // Field ecka_eg_X963kdf_SHA256:Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;
     210: getstatic     #117                // Field ecka_eg_X963kdf:Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;
     213: ldc           #8                  // String 4
     215: invokevirtual #126                // Method org/bouncycastle/asn1/ASN1ObjectIdentifier.branch:(Ljava/lang/String;)Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;
     218: putstatic     #122                // Field ecka_eg_X963kdf_SHA384:Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;
     221: getstatic     #117                // Field ecka_eg_X963kdf:Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;
     224: ldc           #10                 // String 5
     226: invokevirtual #126                // Method org/bouncycastle/asn1/ASN1ObjectIdentifier.branch:(Ljava/lang/String;)Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;
     229: putstatic     #123                // Field ecka_eg_X963kdf_SHA512:Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;
     232: getstatic     #117                // Field ecka_eg_X963kdf:Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;
     235: ldc           #12                 // String 6
     237: invokevirtual #126                // Method org/bouncycastle/asn1/ASN1ObjectIdentifier.branch:(Ljava/lang/String;)Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;
     240: putstatic     #118                // Field ecka_eg_X963kdf_RIPEMD160:Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;
     243: getstatic     #111                // Field ecka_eg:Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;
     246: ldc           #6                  // String 2
     248: invokevirtual #126                // Method org/bouncycastle/asn1/ASN1ObjectIdentifier.branch:(Ljava/lang/String;)Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;
     251: putstatic     #112                // Field ecka_eg_SessionKDF:Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;
     254: getstatic     #112                // Field ecka_eg_SessionKDF:Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;
     257: ldc           #2                  // String 1
     259: invokevirtual #126                // Method org/bouncycastle/asn1/ASN1ObjectIdentifier.branch:(Ljava/lang/String;)Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;
     262: putstatic     #113                // Field ecka_eg_SessionKDF_3DES:Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;
     265: getstatic     #112                // Field ecka_eg_SessionKDF:Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;
     268: ldc           #6                  // String 2
     270: invokevirtual #126                // Method org/bouncycastle/asn1/ASN1ObjectIdentifier.branch:(Ljava/lang/String;)Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;
     273: putstatic     #114                // Field ecka_eg_SessionKDF_AES128:Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;
     276: getstatic     #112                // Field ecka_eg_SessionKDF:Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;
     279: ldc           #7                  // String 3
     281: invokevirtual #126                // Method org/bouncycastle/asn1/ASN1ObjectIdentifier.branch:(Ljava/lang/String;)Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;
     284: putstatic     #115                // Field ecka_eg_SessionKDF_AES192:Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;
     287: getstatic     #112                // Field ecka_eg_SessionKDF:Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;
     290: ldc           #8                  // String 4
     292: invokevirtual #126                // Method org/bouncycastle/asn1/ASN1ObjectIdentifier.branch:(Ljava/lang/String;)Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;
     295: putstatic     #116                // Field ecka_eg_SessionKDF_AES256:Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;
     298: return
}
