,org.eclipse.rdf4j,rdf4j-queryrender,3.4.0,2020-08-25 01:24     48886,https://mvnrepository.com/artifact/org.eclipse.rdf4j/rdf4j-queryrender/3.4.0,https://repo1.maven.org/maven2/org/eclipse/rdf4j/rdf4j-queryrender/3.4.0/rdf4j-queryrender-3.4.0.jar
,io.matthewnelson.kotlin-components,encoding-base32,1.0.0,2021-10-30 22:17      2396,https://mvnrepository.com/artifact/io.matthewnelson.kotlin-components/encoding-base32/1.0.0,https://repo1.maven.org/maven2/io/matthewnelson/kotlin-components/encoding-base32/1.0.0/encoding-base32-1.0.0.jar
,org.eclipse.jetty.ee9.demos,jetty-ee9-demo-jndi-webapp,12.0.0.alpha2,2022-10-18 01:28      2022,https://mvnrepository.com/artifact/org.eclipse.jetty.ee9.demos/jetty-ee9-demo-jndi-webapp/12.0.0.alpha2,https://repo1.maven.org/maven2/org/eclipse/jetty/ee9/demos/jetty-ee9-demo-jndi-webapp/12.0.0.alpha2/jetty-ee9-demo-jndi-webapp-12.0.0.alpha2-config.jar
,uk.gov.gchq.gaffer,federated-demo,1.10.0-RC2,2019-09-09 12:25    104002,https://mvnrepository.com/artifact/uk.gov.gchq.gaffer/federated-demo/1.10.0-RC2,https://repo1.maven.org/maven2/uk/gov/gchq/gaffer/federated-demo/1.10.0-RC2/federated-demo-1.10.0-RC2-classes.jar
,de.theitshop,testcompose,1.0.2,2023-10-08 11:45     49939,https://mvnrepository.com/artifact/de.theitshop/testcompose/1.0.2,https://repo1.maven.org/maven2/de/theitshop/testcompose/1.0.2/testcompose-1.0.2.jar
,org.mobicents.smsc,smsc-library,7.1.67,2016-09-19 10:48   2543404,https://mvnrepository.com/artifact/org.mobicents.smsc/smsc-library/7.1.67,https://repo1.maven.org/maven2/org/mobicents/smsc/smsc-library/7.1.67/smsc-library-7.1.67.jar
,org.jetbrains.kotlin-wrappers,kotlin-react-dom,17.0.2-pre.216-kotlin-1.5.20,2021-07-12 10:18     22696,https://mvnrepository.com/artifact/org.jetbrains.kotlin-wrappers/kotlin-react-dom/17.0.2-pre.216-kotlin-1.5.20,https://repo1.maven.org/maven2/org/jetbrains/kotlin-wrappers/kotlin-react-dom/17.0.2-pre.216-kotlin-1.5.20/kotlin-react-dom-17.0.2-pre.216-kotlin-1.5.20.jar
,app.cybrid,cybrid-api-bank-java,v0.84.12,2023-08-16 12:00    372041,https://mvnrepository.com/artifact/app.cybrid/cybrid-api-bank-java/v0.84.12,https://repo1.maven.org/maven2/app/cybrid/cybrid-api-bank-java/v0.84.12/cybrid-api-bank-java-v0.84.12.jar
,se.fortnox.reactivewizard,reactivewizard-client,1.8.0,2019-06-12 12:14     41478,https://mvnrepository.com/artifact/se.fortnox.reactivewizard/reactivewizard-client/1.8.0,https://repo1.maven.org/maven2/se/fortnox/reactivewizard/reactivewizard-client/1.8.0/reactivewizard-client-1.8.0.jar
,bz.gsn.djinn,djinn-cli,1.2.0,2023-10-05 13:35     23042,https://mvnrepository.com/artifact/bz.gsn.djinn/djinn-cli/1.2.0,https://repo1.maven.org/maven2/bz/gsn/djinn/djinn-cli/1.2.0/djinn-cli-1.2.0.jar
,org.http4k,http4k-client-jetty,4.3.2.2,2021-02-16 15:58     13143,https://mvnrepository.com/artifact/org.http4k/http4k-client-jetty/4.3.2.2,https://repo1.maven.org/maven2/org/http4k/http4k-client-jetty/4.3.2.2/http4k-client-jetty-4.3.2.2.jar
,io.ktor,ktor-network-tls-iosarm64,2.3.1,2023-05-31 09:35       261,https://mvnrepository.com/artifact/io.ktor/ktor-network-tls-iosarm64/2.3.1,https://repo1.maven.org/maven2/io/ktor/ktor-network-tls-iosarm64/2.3.1/ktor-network-tls-iosarm64-2.3.1-kdoc.jar
,pl.fhframework.aspects,fhAspects,4.6.13,2020-09-22 09:45     15617,https://mvnrepository.com/artifact/pl.fhframework.aspects/fhAspects/4.6.13,https://repo1.maven.org/maven2/pl/fhframework/aspects/fhAspects/4.6.13/fhAspects-4.6.13.jar
,me.ahoo.cosid,cosid-jackson,1.7.5,2022-01-06 09:42      7864,https://mvnrepository.com/artifact/me.ahoo.cosid/cosid-jackson/1.7.5,https://repo1.maven.org/maven2/me/ahoo/cosid/cosid-jackson/1.7.5/cosid-jackson-1.7.5.jar
,de.otto.edison,edison-togglz,2.5.6,2022-05-06 10:24     29615,https://mvnrepository.com/artifact/de.otto.edison/edison-togglz/2.5.6,https://repo1.maven.org/maven2/de/otto/edison/edison-togglz/2.5.6/edison-togglz-2.5.6.jar
,cn.webfuse,webfuse-ext-kit,1.0,2019-08-09 07:11     17303,https://mvnrepository.com/artifact/cn.webfuse/webfuse-ext-kit/1.0,https://repo1.maven.org/maven2/cn/webfuse/webfuse-ext-kit/1.0/webfuse-ext-kit-1.0.jar
,de.theitshop,testcompose,0.0.1,2022-04-01 16:40     50431,https://mvnrepository.com/artifact/de.theitshop/testcompose/0.0.1,https://repo1.maven.org/maven2/de/theitshop/testcompose/0.0.1/testcompose-0.0.1.jar
,org.smallmind,smallmind-javafx-extras,2.4.17,2017-02-27 06:47    114444,https://mvnrepository.com/artifact/org.smallmind/smallmind-javafx-extras/2.4.17,https://repo1.maven.org/maven2/org/smallmind/smallmind-javafx-extras/2.4.17/smallmind-javafx-extras-2.4.17.jar
,tech.skot,viewcontract,1.1.75,2022-10-18 14:49     16002,https://mvnrepository.com/artifact/tech.skot/viewcontract/1.1.75,https://repo1.maven.org/maven2/tech/skot/viewcontract/1.1.75/viewcontract-1.1.75.jar
,dev.zio,zio-aws-rbin_2.12,5.17.104.12,2022-01-14 12:08    260860,https://mvnrepository.com/artifact/dev.zio/zio-aws-rbin_2.12/5.17.104.12,https://repo1.maven.org/maven2/dev/zio/zio-aws-rbin_2.12/5.17.104.12/zio-aws-rbin_2.12-5.17.104.12.jar
,top.dcenter,ums-commons,2.2.20,2021-02-22 15:19     73054,https://mvnrepository.com/artifact/top.dcenter/ums-commons/2.2.20,https://repo1.maven.org/maven2/top/dcenter/ums-commons/2.2.20/ums-commons-2.2.20.jar
,fr.haan.resultat,resultat-macos,1.0.0,2022-07-27 15:39       261,https://mvnrepository.com/artifact/fr.haan.resultat/resultat-macos/1.0.0,https://repo1.maven.org/maven2/fr/haan/resultat/resultat-macos/1.0.0/resultat-macos-1.0.0-metadata.jar
,cn.herodotus.engine,sms-sdk-huawei,3.1.2.1,2023-07-28 04:59     14760,https://mvnrepository.com/artifact/cn.herodotus.engine/sms-sdk-huawei/3.1.2.1,https://repo1.maven.org/maven2/cn/herodotus/engine/sms-sdk-huawei/3.1.2.1/sms-sdk-huawei-3.1.2.1.jar
,io.streamnative,testmocks,2.8.0-rc-202106121432,2021-06-12 06:51     50757,https://mvnrepository.com/artifact/io.streamnative/testmocks/2.8.0-rc-202106121432,https://repo1.maven.org/maven2/io/streamnative/testmocks/2.8.0-rc-202106121432/testmocks-2.8.0-rc-202106121432.jar
,net.sf.squirrel-sql,website,3.3.0,2011-11-21 03:55    156858,https://mvnrepository.com/artifact/net.sf.squirrel-sql/website/3.3.0,https://repo1.maven.org/maven2/net/sf/squirrel-sql/website/3.3.0/website-3.3.0.jar
,io.youi,youi-optimizer_2.13,0.13.18,2020-11-24 04:10     31347,https://mvnrepository.com/artifact/io.youi/youi-optimizer_2.13/0.13.18,https://repo1.maven.org/maven2/io/youi/youi-optimizer_2.13/0.13.18/youi-optimizer_2.13-0.13.18.jar
,org.slf4j,slf4j-log4j12,1.8.0-beta4,2019-02-19 17:30     12440,https://mvnrepository.com/artifact/org.slf4j/slf4j-log4j12/1.8.0-beta4,https://repo1.maven.org/maven2/org/slf4j/slf4j-log4j12/1.8.0-beta4/slf4j-log4j12-1.8.0-beta4.jar
,org.hibernate.ogm,hibernate-ogm-core,4.0.0.Beta2,2013-01-14 01:24    239485,https://mvnrepository.com/artifact/org.hibernate.ogm/hibernate-ogm-core/4.0.0.Beta2,https://repo1.maven.org/maven2/org/hibernate/ogm/hibernate-ogm-core/4.0.0.Beta2/hibernate-ogm-core-4.0.0.Beta2.jar
,ca.uhn.hapi.fhir,hapi-fhir-structures-dstu2,6.4.0,2023-02-17 04:42   1601554,https://mvnrepository.com/artifact/ca.uhn.hapi.fhir/hapi-fhir-structures-dstu2/6.4.0,https://repo1.maven.org/maven2/ca/uhn/hapi/fhir/hapi-fhir-structures-dstu2/6.4.0/hapi-fhir-structures-dstu2-6.4.0.jar
,org.jetbrains.kotlin-wrappers,kotlin-styled,5.3.3-pre.272-kotlin-1.6.0,2021-11-25 15:09     25729,https://mvnrepository.com/artifact/org.jetbrains.kotlin-wrappers/kotlin-styled/5.3.3-pre.272-kotlin-1.6.0,https://repo1.maven.org/maven2/org/jetbrains/kotlin-wrappers/kotlin-styled/5.3.3-pre.272-kotlin-1.6.0/kotlin-styled-5.3.3-pre.272-kotlin-1.6.0.jar
,no.nav.tjenestespesifikasjoner,soeknadsskjemaSosialhjelp-v1-saksoversiktdefinisjon,1.2018.12.04-14.21-97584b2f5307,2018-12-04 13:35     28096,https://mvnrepository.com/artifact/no.nav.tjenestespesifikasjoner/soeknadsskjemaSosialhjelp-v1-saksoversiktdefinisjon/1.2018.12.04-14.21-97584b2f5307,https://repo1.maven.org/maven2/no/nav/tjenestespesifikasjoner/soeknadsskjemaSosialhjelp-v1-saksoversiktdefinisjon/1.2018.12.04-14.21-97584b2f5307/soeknadsskjemaSosialhjelp-v1-saksoversiktdefinisjon-1.2018.12.04-14.21-97584b2f5307.jar
,fr.bmartel,gradle-javacard,1.2.83,2017-08-21 01:18    329643,https://mvnrepository.com/artifact/fr.bmartel/gradle-javacard/1.2.83,https://repo1.maven.org/maven2/fr/bmartel/gradle-javacard/1.2.83/gradle-javacard-1.2.83.jar
,me.shadaj,slinky-web_sjs1_2.13,0.6.7+11-692cb8e0,2021-07-05 03:45  31904612,https://mvnrepository.com/artifact/me.shadaj/slinky-web_sjs1_2.13/0.6.7+11-692cb8e0,https://repo1.maven.org/maven2/me/shadaj/slinky-web_sjs1_2.13/0.6.7+11-692cb8e0/slinky-web_sjs1_2.13-0.6.7+11-692cb8e0.jar
,io.netty,netty-all,4.1.13.Final,2017-07-06 12:25   3661524,https://mvnrepository.com/artifact/io.netty/netty-all/4.1.13.Final,https://repo1.maven.org/maven2/io/netty/netty-all/4.1.13.Final/netty-all-4.1.13.Final.jar
,io.fabric8.archetypes,node-example-archetype,2.2.105,2016-04-07 19:39      1100,https://mvnrepository.com/artifact/io.fabric8.archetypes/node-example-archetype/2.2.105,https://repo1.maven.org/maven2/io/fabric8/archetypes/node-example-archetype/2.2.105/node-example-archetype-2.2.105.jar
,io.streamnative,pulsar-websocket,2.10.0.7,2022-06-22 11:49    110787,https://mvnrepository.com/artifact/io.streamnative/pulsar-websocket/2.10.0.7,https://repo1.maven.org/maven2/io/streamnative/pulsar-websocket/2.10.0.7/pulsar-websocket-2.10.0.7.jar
,org.xwiki.rendering,xwiki-rendering-xml,9.9,2017-10-24 09:30     30176,https://mvnrepository.com/artifact/org.xwiki.rendering/xwiki-rendering-xml/9.9,https://repo1.maven.org/maven2/org/xwiki/rendering/xwiki-rendering-xml/9.9/xwiki-rendering-xml-9.9.jar
,de.carne.common,java-test-swt-cocoa-macosx-x86_64,4.0.0,2020-11-29 12:46     66075,https://mvnrepository.com/artifact/de.carne.common/java-test-swt-cocoa-macosx-x86_64/4.0.0,https://repo1.maven.org/maven2/de/carne/common/java-test-swt-cocoa-macosx-x86_64/4.0.0/java-test-swt-cocoa-macosx-x86_64-4.0.0.jar
,org.eclipse.milo,sdk-client,0.1.1,2017-03-07 21:38    478900,https://mvnrepository.com/artifact/org.eclipse.milo/sdk-client/0.1.1,https://repo1.maven.org/maven2/org/eclipse/milo/sdk-client/0.1.1/sdk-client-0.1.1.jar
,org.kaazing,specification.http2,3.0.0-alpha-72,2017-05-10 21:15      8679,https://mvnrepository.com/artifact/org.kaazing/specification.http2/3.0.0-alpha-72,https://repo1.maven.org/maven2/org/kaazing/specification.http2/3.0.0-alpha-72/specification.http2-3.0.0-alpha-72.jar
,io.thestencil,quarkus-stencil-site-pg,1.140,2022-02-09 15:31     19504,https://mvnrepository.com/artifact/io.thestencil/quarkus-stencil-site-pg/1.140,https://repo1.maven.org/maven2/io/thestencil/quarkus-stencil-site-pg/1.140/quarkus-stencil-site-pg-1.140.jar
,software.amazon.awssdk,globalaccelerator,2.17.81,2021-11-12 21:26   1183854,https://mvnrepository.com/artifact/software.amazon.awssdk/globalaccelerator/2.17.81,https://repo1.maven.org/maven2/software/amazon/awssdk/globalaccelerator/2.17.81/globalaccelerator-2.17.81.jar
,org.sonatype.nexus.plugins,nexus-p2-repository-plugin,2.15.0-04,2022-03-09 20:33    230161,https://mvnrepository.com/artifact/org.sonatype.nexus.plugins/nexus-p2-repository-plugin/2.15.0-04,https://repo1.maven.org/maven2/org/sonatype/nexus/plugins/nexus-p2-repository-plugin/2.15.0-04/nexus-p2-repository-plugin-2.15.0-04.jar
,org.webjars.npm,webrtc-adapter,6.4.8,2020-07-06 04:11    245504,https://mvnrepository.com/artifact/org.webjars.npm/webrtc-adapter/6.4.8,https://repo1.maven.org/maven2/org/webjars/npm/webrtc-adapter/6.4.8/webrtc-adapter-6.4.8.jar
,eu.binjr,binjr-adapter-logs,3.10.0,2022-10-06 14:29     22805,https://mvnrepository.com/artifact/eu.binjr/binjr-adapter-logs/3.10.0,https://repo1.maven.org/maven2/eu/binjr/binjr-adapter-logs/3.10.0/binjr-adapter-logs-3.10.0.jar
,software.amazon.awssdk,iotsitewise,2.20.148,2023-09-14 20:10   2441426,https://mvnrepository.com/artifact/software.amazon.awssdk/iotsitewise/2.20.148,https://repo1.maven.org/maven2/software/amazon/awssdk/iotsitewise/2.20.148/iotsitewise-2.20.148.jar
,pl.setblack,nee-ctx-web-ktor,0.6.6,2021-02-05 22:04    125795,https://mvnrepository.com/artifact/pl.setblack/nee-ctx-web-ktor/0.6.6,https://repo1.maven.org/maven2/pl/setblack/nee-ctx-web-ktor/0.6.6/nee-ctx-web-ktor-0.6.6.jar
,org.jooby,jooby-assets-less,0.16.0,2016-03-20 01:17    125804,https://mvnrepository.com/artifact/org.jooby/jooby-assets-less/0.16.0,https://repo1.maven.org/maven2/org/jooby/jooby-assets-less/0.16.0/jooby-assets-less-0.16.0.jar
,net.openhft,chronicle-queue,5.21ea43,2021-04-13 11:13   4885480,https://mvnrepository.com/artifact/net.openhft/chronicle-queue/5.21ea43,https://repo1.maven.org/maven2/net/openhft/chronicle-queue/5.21ea43/chronicle-queue-5.21ea43-all.jar
,de.c-otto,java-conventions,2023.01.30,2023-01-30 18:09     29100,https://mvnrepository.com/artifact/de.c-otto/java-conventions/2023.01.30,https://repo1.maven.org/maven2/de/c-otto/java-conventions/2023.01.30/java-conventions-2023.01.30.jar
,ca.uhn.hapi.fhir,org.hl7.fhir.dstu3,5.3.1,2021-02-17 19:40   9796798,https://mvnrepository.com/artifact/ca.uhn.hapi.fhir/org.hl7.fhir.dstu3/5.3.1,https://repo1.maven.org/maven2/ca/uhn/hapi/fhir/org.hl7.fhir.dstu3/5.3.1/org.hl7.fhir.dstu3-5.3.1.jar
,org.wso2.carbon.mediation,org.wso2.carbon.mediator.dbreport.ui,4.7.96,2021-04-10 14:43    304095,https://mvnrepository.com/artifact/org.wso2.carbon.mediation/org.wso2.carbon.mediator.dbreport.ui/4.7.96,https://repo1.maven.org/maven2/org/wso2/carbon/mediation/org.wso2.carbon.mediator.dbreport.ui/4.7.96/org.wso2.carbon.mediator.dbreport.ui-4.7.96.jar
,cloud.agileframework,agile-data-common,2.1.0.M52,2022-09-19 06:18     32197,https://mvnrepository.com/artifact/cloud.agileframework/agile-data-common/2.1.0.M52,https://repo1.maven.org/maven2/cloud/agileframework/agile-data-common/2.1.0.M52/agile-data-common-2.1.0.M52.jar
,org.mobicents.protocols.ss7.m3ua,m3ua-cli-m3ua,8.0.94,2017-04-11 17:07     17789,https://mvnrepository.com/artifact/org.mobicents.protocols.ss7.m3ua/m3ua-cli-m3ua/8.0.94,https://repo1.maven.org/maven2/org/mobicents/protocols/ss7/m3ua/m3ua-cli-m3ua/8.0.94/m3ua-cli-m3ua-8.0.94.jar
,aws.sdk.kotlin,securityhub,0.29.1-beta,2023-07-27 21:52   1479251,https://mvnrepository.com/artifact/aws.sdk.kotlin/securityhub/0.29.1-beta,https://repo1.maven.org/maven2/aws/sdk/kotlin/securityhub/0.29.1-beta/securityhub-0.29.1-beta.jar
,software.amazon.awssdk,elasticloadbalancing,2.7.15,2019-07-30 19:04    798890,https://mvnrepository.com/artifact/software.amazon.awssdk/elasticloadbalancing/2.7.15,https://repo1.maven.org/maven2/software/amazon/awssdk/elasticloadbalancing/2.7.15/elasticloadbalancing-2.7.15.jar
,io.streamnative.tests,pulsar-client-admin-shade-test,2.9.0-rc-202109242205,2021-09-24 22:31     39533,https://mvnrepository.com/artifact/io.streamnative.tests/pulsar-client-admin-shade-test/2.9.0-rc-202109242205,https://repo1.maven.org/maven2/io/streamnative/tests/pulsar-client-admin-shade-test/2.9.0-rc-202109242205/pulsar-client-admin-shade-test-2.9.0-rc-202109242205-tests.jar
,software.amazon.awssdk,eks,2.13.68,2020-08-04 19:14    665026,https://mvnrepository.com/artifact/software.amazon.awssdk/eks/2.13.68,https://repo1.maven.org/maven2/software/amazon/awssdk/eks/2.13.68/eks-2.13.68.jar
,io.vertx,vertx-lang-kotlin,4.0.0-milestone3,2019-09-19 10:52   1975044,https://mvnrepository.com/artifact/io.vertx/vertx-lang-kotlin/4.0.0-milestone3,https://repo1.maven.org/maven2/io/vertx/vertx-lang-kotlin/4.0.0-milestone3/vertx-lang-kotlin-4.0.0-milestone3.jar
,io.youi,youi-server_2.11,0.4.6,2017-07-11 18:24    211597,https://mvnrepository.com/artifact/io.youi/youi-server_2.11/0.4.6,https://repo1.maven.org/maven2/io/youi/youi-server_2.11/0.4.6/youi-server_2.11-0.4.6.jar
,love.forte.simple-robot.http,client-ktor,2.3.0-ALPHA.1,2021-09-14 09:57     94717,https://mvnrepository.com/artifact/love.forte.simple-robot.http/client-ktor/2.3.0-ALPHA.1,https://repo1.maven.org/maven2/love/forte/simple-robot/http/client-ktor/2.3.0-ALPHA.1/client-ktor-2.3.0-ALPHA.1.jar
,software.amazon.awssdk,m2,2.20.81,2023-06-07 20:26   1167883,https://mvnrepository.com/artifact/software.amazon.awssdk/m2/2.20.81,https://repo1.maven.org/maven2/software/amazon/awssdk/m2/2.20.81/m2-2.20.81.jar
,io.trino,trino-hive-hadoop2,417,2023-05-10 22:27     46368,https://mvnrepository.com/artifact/io.trino/trino-hive-hadoop2/417,https://repo1.maven.org/maven2/io/trino/trino-hive-hadoop2/417/trino-hive-hadoop2-417-tests.jar
,org.eclipse.scout.rt,org.eclipse.scout.rt.ui.html.test,23.2.0-beta.4,2023-08-22 10:17      9956,https://mvnrepository.com/artifact/org.eclipse.scout.rt/org.eclipse.scout.rt.ui.html.test/23.2.0-beta.4,https://repo1.maven.org/maven2/org/eclipse/scout/rt/org.eclipse.scout.rt.ui.html.test/23.2.0-beta.4/org.eclipse.scout.rt.ui.html.test-23.2.0-beta.4.jar
,net.openhft,chronicle-core,2.21ea9,2021-01-22 22:12    342376,https://mvnrepository.com/artifact/net.openhft/chronicle-core/2.21ea9,https://repo1.maven.org/maven2/net/openhft/chronicle-core/2.21ea9/chronicle-core-2.21ea9.jar
,software.amazon.awssdk,identitystore,2.17.142,2022-03-03 20:35    163862,https://mvnrepository.com/artifact/software.amazon.awssdk/identitystore/2.17.142,https://repo1.maven.org/maven2/software/amazon/awssdk/identitystore/2.17.142/identitystore-2.17.142.jar
,org.zalando,logbook-common,2.0.0-RC.1,2019-04-26 08:54      6785,https://mvnrepository.com/artifact/org.zalando/logbook-common/2.0.0-RC.1,https://repo1.maven.org/maven2/org/zalando/logbook-common/2.0.0-RC.1/logbook-common-2.0.0-RC.1.jar
,org.ops4j.pax.web,pax-web-resources-jsf,7.2.11,2019-09-19 06:30     52992,https://mvnrepository.com/artifact/org.ops4j.pax.web/pax-web-resources-jsf/7.2.11,https://repo1.maven.org/maven2/org/ops4j/pax/web/pax-web-resources-jsf/7.2.11/pax-web-resources-jsf-7.2.11.jar
,org.wso2.carbon.mediation,org.wso2.carbon.mediator.kerberos.ui,4.7.137,2022-08-15 08:18     76427,https://mvnrepository.com/artifact/org.wso2.carbon.mediation/org.wso2.carbon.mediator.kerberos.ui/4.7.137,https://repo1.maven.org/maven2/org/wso2/carbon/mediation/org.wso2.carbon.mediator.kerberos.ui/4.7.137/org.wso2.carbon.mediator.kerberos.ui-4.7.137.jar
,de.tum.in.ase,artemis-java-test-sandbox,1.13.0,2023-08-07 17:55    296591,https://mvnrepository.com/artifact/de.tum.in.ase/artemis-java-test-sandbox/1.13.0,https://repo1.maven.org/maven2/de/tum/in/ase/artemis-java-test-sandbox/1.13.0/artemis-java-test-sandbox-1.13.0.jar
,cn.herodotus.engine,message-sdk-websocket,3.1.1.0,2023-06-22 14:57     37432,https://mvnrepository.com/artifact/cn.herodotus.engine/message-sdk-websocket/3.1.1.0,https://repo1.maven.org/maven2/cn/herodotus/engine/message-sdk-websocket/3.1.1.0/message-sdk-websocket-3.1.1.0.jar
,aws.sdk.kotlin,gamelift,0.9.3-alpha,2021-11-19 20:25   4532067,https://mvnrepository.com/artifact/aws.sdk.kotlin/gamelift/0.9.3-alpha,https://repo1.maven.org/maven2/aws/sdk/kotlin/gamelift/0.9.3-alpha/gamelift-0.9.3-alpha.jar
,org.ow2.petals.wsstar.oasis-ws-basefaults,wsrf-bf-datatypes-jaxbimpl,1.0.2,2012-10-15 18:37      4569,https://mvnrepository.com/artifact/org.ow2.petals.wsstar.oasis-ws-basefaults/wsrf-bf-datatypes-jaxbimpl/1.0.2,https://repo1.maven.org/maven2/org/ow2/petals/wsstar/oasis-ws-basefaults/wsrf-bf-datatypes-jaxbimpl/1.0.2/wsrf-bf-datatypes-jaxbimpl-1.0.2-tests.jar
,io.mantisrx,mantis-runtime,1.3.23,2021-01-22 00:20    280956,https://mvnrepository.com/artifact/io.mantisrx/mantis-runtime/1.3.23,https://repo1.maven.org/maven2/io/mantisrx/mantis-runtime/1.3.23/mantis-runtime-1.3.23.jar
,de.adorsys.psd2,aspsp-mock-api,2.0.4,2019-03-11 14:07     69604,https://mvnrepository.com/artifact/de.adorsys.psd2/aspsp-mock-api/2.0.4,https://repo1.maven.org/maven2/de/adorsys/psd2/aspsp-mock-api/2.0.4/aspsp-mock-api-2.0.4.jar
